ASV_278	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	19	0	0	8	0
ASV_279	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16	13	0	0	0
ASV_280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
ASV_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0
ASV_282	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV_284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
ASV_285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	8	0
ASV_286	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0
ASV_287	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0
ASV_288	0	0	2	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	4	6	0
